applicant_id,probability_of_default,risk_band,recommended_decision,actual_default
365796,0.2082162609201219,Medium Risk,Manual Review,0
212366,0.421615106198506,High Risk,Decline,0
155264,0.0857754085580737,Low Risk,Approve,0
227857,0.6913386871915709,High Risk,Decline,0
410854,0.1125874605608406,Medium Risk,Manual Review,0
157374,0.1174504226111484,Medium Risk,Manual Review,0
342961,0.4236450964624636,High Risk,Decline,0
192673,0.116300780085022,Medium Risk,Manual Review,0
220204,0.4069183171177123,High Risk,Decline,0
248742,0.4876399018505722,High Risk,Decline,0
116254,0.2439932615982018,Medium Risk,Manual Review,0
335902,0.7435431983776002,High Risk,Decline,0
129928,0.2089133375280729,Medium Risk,Manual Review,0
400353,0.2142620155085871,Medium Risk,Manual Review,1
121148,0.3781052251055246,High Risk,Decline,0
314522,0.1774356090344737,Medium Risk,Manual Review,0
403882,0.1128580393143057,Medium Risk,Manual Review,0
260887,0.2334154352564524,Medium Risk,Manual Review,0
237553,0.4923707363216236,High Risk,Decline,0
264891,0.3982452455717611,High Risk,Decline,0
199737,0.4214038087386857,High Risk,Decline,0
214579,0.541044961634645,High Risk,Decline,0
183633,0.5405046316672548,High Risk,Decline,0
423271,0.3386522543389827,High Risk,Decline,0
378563,0.2691621205530755,Medium Risk,Manual Review,0
402205,0.1614832631975853,Medium Risk,Manual Review,0
144061,0.5489045401027627,High Risk,Decline,0
331188,0.8865599818145666,High Risk,Decline,0
270570,0.2354044784020958,Medium Risk,Manual Review,0
147322,0.7454779200662272,High Risk,Decline,1
288227,0.2076770977622778,Medium Risk,Manual Review,0
398264,0.0317052000056965,Low Risk,Approve,0
156098,0.2351949443366558,Medium Risk,Manual Review,0
452610,0.4198946884532986,High Risk,Decline,1
318898,0.7122642156443859,High Risk,Decline,0
360385,0.6242536612923815,High Risk,Decline,1
172882,0.2540770221354654,Medium Risk,Manual Review,0
191004,0.6837949566221267,High Risk,Decline,0
287400,0.0631870609122627,Low Risk,Approve,0
173956,0.055438284614215,Low Risk,Approve,1
410830,0.241246942644116,Medium Risk,Manual Review,0
432845,0.1831146963619516,Medium Risk,Manual Review,0
171670,0.5747262727461063,High Risk,Decline,0
353580,0.665172381893355,High Risk,Decline,0
172795,0.3050577951133444,High Risk,Decline,0
423308,0.3291737280101441,High Risk,Decline,0
299883,0.2367645316563451,Medium Risk,Manual Review,0
233808,0.7281172817588126,High Risk,Decline,0
225360,0.3078165082419809,High Risk,Decline,0
282402,0.796429357800177,High Risk,Decline,0
146889,0.0898602512801175,Low Risk,Approve,0
287534,0.4382392055997056,High Risk,Decline,0
422920,0.0617221876136098,Low Risk,Approve,0
426326,0.1288520276691621,Medium Risk,Manual Review,0
227554,0.6157887559923987,High Risk,Decline,0
363140,0.27170034277875,Medium Risk,Manual Review,0
365843,0.3150522065134357,High Risk,Decline,0
225386,0.531104786208785,High Risk,Decline,1
281112,0.3897905348173949,High Risk,Decline,0
190057,0.1290859804584576,Medium Risk,Manual Review,0
182860,0.4698749663179901,High Risk,Decline,0
425616,0.7464605733429514,High Risk,Decline,0
207726,0.1403330564606442,Medium Risk,Manual Review,0
424238,0.4487192714855386,High Risk,Decline,0
268530,0.6924892439991874,High Risk,Decline,0
367688,0.1804059612665631,Medium Risk,Manual Review,0
207901,0.8019462679989497,High Risk,Decline,1
203477,0.5438639029703015,High Risk,Decline,0
132770,0.1915020164771425,Medium Risk,Manual Review,0
423661,0.6314271165947769,High Risk,Decline,0
407520,0.8771079745003024,High Risk,Decline,1
453280,0.5530810096853759,High Risk,Decline,0
145968,0.1206651568696389,Medium Risk,Manual Review,0
433073,0.3656954454589606,High Risk,Decline,0
170645,0.2229788197845041,Medium Risk,Manual Review,0
196352,0.3676124705672637,High Risk,Decline,0
423385,0.5127849993992565,High Risk,Decline,0
268098,0.7901741258558699,High Risk,Decline,1
382787,0.2394568767938347,Medium Risk,Manual Review,0
235892,0.1758901114084027,Medium Risk,Manual Review,0
265343,0.7346117545126715,High Risk,Decline,0
352296,0.0665455189035904,Low Risk,Approve,0
386410,0.2035461307609074,Medium Risk,Manual Review,0
211030,0.1172889696016684,Medium Risk,Manual Review,0
276873,0.4838564848493767,High Risk,Decline,0
284079,0.0911557647815579,Low Risk,Approve,0
109327,0.399683024844964,High Risk,Decline,1
284414,0.1961798563822679,Medium Risk,Manual Review,0
217645,0.1187895442770907,Medium Risk,Manual Review,0
414242,0.7606287001082396,High Risk,Decline,0
454658,0.6635025745953282,High Risk,Decline,0
364276,0.2574886321930514,Medium Risk,Manual Review,0
196058,0.2863930692240368,Medium Risk,Manual Review,0
292356,0.3765080919625262,High Risk,Decline,0
172846,0.356897200093782,High Risk,Decline,0
198545,0.3649694767611416,High Risk,Decline,0
135148,0.1543125963249849,Medium Risk,Manual Review,0
268470,0.1796539712162385,Medium Risk,Manual Review,0
262197,0.1186331967294459,Medium Risk,Manual Review,0
422426,0.1554814101544678,Medium Risk,Manual Review,0
293363,0.0669480937109546,Low Risk,Approve,0
394007,0.207081746811397,Medium Risk,Manual Review,0
210204,0.7781516867854856,High Risk,Decline,0
436418,0.4241031329161968,High Risk,Decline,0
159358,0.5092206124586973,High Risk,Decline,0
154836,0.1298928783093796,Medium Risk,Manual Review,0
281384,0.5597495155408959,High Risk,Decline,0
232253,0.3368236597793753,High Risk,Decline,0
366433,0.1594426218059894,Medium Risk,Manual Review,0
411088,0.4045407199275232,High Risk,Decline,0
300048,0.5013319160272373,High Risk,Decline,0
256535,0.3288309382289673,High Risk,Decline,0
285536,0.3162139643092714,High Risk,Decline,0
295069,0.0459304611515443,Low Risk,Approve,0
412903,0.1152841459284069,Medium Risk,Manual Review,0
170500,0.0596245622049221,Low Risk,Approve,0
136320,0.6412218353990081,High Risk,Decline,0
258742,0.0859667997839944,Low Risk,Approve,0
285849,0.3839378168849346,High Risk,Decline,0
234974,0.5049709424576688,High Risk,Decline,0
362545,0.3727792011291636,High Risk,Decline,0
309880,0.4795152638308451,High Risk,Decline,0
402282,0.8500549991359198,High Risk,Decline,0
416752,0.3877498578990085,High Risk,Decline,0
230089,0.6940944518336747,High Risk,Decline,0
433506,0.2506076889801178,Medium Risk,Manual Review,0
380272,0.4650780259966459,High Risk,Decline,0
267909,0.4953173377626667,High Risk,Decline,1
280843,0.4392413081308782,High Risk,Decline,0
402884,0.74399960828417,High Risk,Decline,1
179817,0.616060657546614,High Risk,Decline,0
130825,0.0796048753612588,Low Risk,Approve,0
369317,0.2658500623048581,Medium Risk,Manual Review,1
383776,0.1683989807608365,Medium Risk,Manual Review,0
377238,0.0691784583915946,Low Risk,Approve,0
334361,0.2073880836325714,Medium Risk,Manual Review,0
454306,0.28526228816741,Medium Risk,Manual Review,0
159801,0.6427029696782814,High Risk,Decline,0
296569,0.1745157039933093,Medium Risk,Manual Review,0
286422,0.2222425321028069,Medium Risk,Manual Review,0
387773,0.6109788160145119,High Risk,Decline,1
299381,0.3740179954493844,High Risk,Decline,0
299014,0.0358062443280068,Low Risk,Approve,0
439074,0.2935430055134196,Medium Risk,Manual Review,0
102644,0.2384866434715866,Medium Risk,Manual Review,0
278586,0.5758995787457277,High Risk,Decline,1
368212,0.4471915319656042,High Risk,Decline,0
168630,0.6944142312845961,High Risk,Decline,0
163956,0.951344517912699,High Risk,Decline,1
392259,0.4325657573235466,High Risk,Decline,0
198713,0.2289693152006258,Medium Risk,Manual Review,0
376578,0.1014621152514054,Medium Risk,Manual Review,0
341986,0.3593431919690755,High Risk,Decline,0
411258,0.2353221855501844,Medium Risk,Manual Review,0
450845,0.1729266323022647,Medium Risk,Manual Review,0
359939,0.4422111955469111,High Risk,Decline,0
352523,0.6108370872614898,High Risk,Decline,0
124447,0.0966672982388884,Low Risk,Approve,0
437693,0.272669063384052,Medium Risk,Manual Review,0
107087,0.2997931034436473,Medium Risk,Manual Review,0
381784,0.2163266112020437,Medium Risk,Manual Review,0
224174,0.4197156410142553,High Risk,Decline,0
374255,0.0855320745946705,Low Risk,Approve,0
237215,0.2911070932531348,Medium Risk,Manual Review,0
261902,0.2108733854430252,Medium Risk,Manual Review,0
370696,0.0845848317164245,Low Risk,Approve,0
310564,0.4271870543974573,High Risk,Decline,0
416459,0.2121539742410974,Medium Risk,Manual Review,0
222229,0.1251782262274684,Medium Risk,Manual Review,0
372433,0.6925542652378571,High Risk,Decline,0
453958,0.3099809989450475,High Risk,Decline,0
378933,0.2078464775208827,Medium Risk,Manual Review,0
359012,0.1084177780960284,Medium Risk,Manual Review,0
211938,0.1831159168080643,Medium Risk,Manual Review,0
401224,0.473664091977654,High Risk,Decline,0
393968,0.1002084928240346,Medium Risk,Manual Review,0
327400,0.0929494457875216,Low Risk,Approve,0
309684,0.5585394427997546,High Risk,Decline,1
406555,0.2295340476808583,Medium Risk,Manual Review,0
209041,0.2727332507454927,Medium Risk,Manual Review,0
121977,0.0674270773891949,Low Risk,Approve,0
390949,0.4315693207117802,High Risk,Decline,0
103528,0.6664391926572181,High Risk,Decline,0
167567,0.0607397950265791,Low Risk,Approve,0
300144,0.6678782020823185,High Risk,Decline,1
122953,0.0528270260380714,Low Risk,Approve,0
181719,0.0758034441615773,Low Risk,Approve,0
353859,0.042392741248365,Low Risk,Approve,0
336356,0.1003363599425085,Medium Risk,Manual Review,0
407879,0.2102923239156912,Medium Risk,Manual Review,0
298189,0.7479841057981196,High Risk,Decline,1
181218,0.2165269006154023,Medium Risk,Manual Review,0
176312,0.167868779314094,Medium Risk,Manual Review,0
225979,0.5524137303346935,High Risk,Decline,1
214730,0.6738007325687791,High Risk,Decline,1
116668,0.0520737046548556,Low Risk,Approve,0
204305,0.0486060340277618,Low Risk,Approve,0
426340,0.8083690832914249,High Risk,Decline,0
322784,0.1548407107797092,Medium Risk,Manual Review,0
105671,0.1275991662676321,Medium Risk,Manual Review,0
392672,0.5330879987009479,High Risk,Decline,0
186824,0.0916722964743583,Low Risk,Approve,0
446419,0.2343006875721879,Medium Risk,Manual Review,0
261897,0.2254535962021077,Medium Risk,Manual Review,0
137399,0.1283925957801963,Medium Risk,Manual Review,0
264171,0.5183537624280052,High Risk,Decline,0
336749,0.6660330630517984,High Risk,Decline,0
130583,0.5123788374918039,High Risk,Decline,0
135436,0.3491964554677819,High Risk,Decline,0
260722,0.1860750294594224,Medium Risk,Manual Review,0
286878,0.6578308876614813,High Risk,Decline,0
186641,0.7253472838395812,High Risk,Decline,0
421830,0.3429610443915384,High Risk,Decline,0
244836,0.1397489352493286,Medium Risk,Manual Review,0
442707,0.0533327141896,Low Risk,Approve,0
274810,0.8784159249903009,High Risk,Decline,0
276634,0.3749217175448844,High Risk,Decline,0
181826,0.5052990126907543,High Risk,Decline,0
189675,0.7355624032254022,High Risk,Decline,0
131578,0.8193872850859445,High Risk,Decline,0
317204,0.1063708516664402,Medium Risk,Manual Review,0
300624,0.0828470645185204,Low Risk,Approve,0
163835,0.2637905100790313,Medium Risk,Manual Review,0
184975,0.84875837958644,High Risk,Decline,0
335825,0.3067988707910133,High Risk,Decline,0
152924,0.4568073343187421,High Risk,Decline,0
350782,0.6182061119526466,High Risk,Decline,0
300783,0.2154551039339177,Medium Risk,Manual Review,0
110816,0.2310149312824291,Medium Risk,Manual Review,0
159367,0.7522621700834624,High Risk,Decline,0
272454,0.6412598001125815,High Risk,Decline,0
251546,0.2307713890472981,Medium Risk,Manual Review,0
241015,0.4494650397374536,High Risk,Decline,0
400189,0.1207856636563846,Medium Risk,Manual Review,0
185823,0.7102719962226437,High Risk,Decline,1
397176,0.2028275018392674,Medium Risk,Manual Review,0
365274,0.544631819598886,High Risk,Decline,0
330710,0.4381806020004611,High Risk,Decline,0
216576,0.3332070749579678,High Risk,Decline,0
238368,0.5517253919251915,High Risk,Decline,0
323489,0.28045161202827,Medium Risk,Manual Review,0
325837,0.5353414211478382,High Risk,Decline,0
284964,0.388155799566484,High Risk,Decline,1
320290,0.0452899027414633,Low Risk,Approve,0
333080,0.1120401656948437,Medium Risk,Manual Review,0
256278,0.1765076882978454,Medium Risk,Manual Review,0
133183,0.1554575655315372,Medium Risk,Manual Review,0
346565,0.3443824237514452,High Risk,Decline,0
187933,0.932474562953768,High Risk,Decline,1
398487,0.0491360445195367,Low Risk,Approve,0
126380,0.1640906064848686,Medium Risk,Manual Review,0
227763,0.2583315699844917,Medium Risk,Manual Review,0
130088,0.5677254801137944,High Risk,Decline,1
370507,0.5305226259991767,High Risk,Decline,0
446884,0.8027531635454481,High Risk,Decline,1
429210,0.1104759086352274,Medium Risk,Manual Review,0
388301,0.1927069955205833,Medium Risk,Manual Review,1
372007,0.4346360970616075,High Risk,Decline,0
431786,0.0920049846455983,Low Risk,Approve,0
255309,0.3346272826196105,High Risk,Decline,0
283652,0.2736298325423954,Medium Risk,Manual Review,0
453850,0.2352043838589318,Medium Risk,Manual Review,0
108111,0.4711881666095868,High Risk,Decline,0
200923,0.3618154914643531,High Risk,Decline,0
419516,0.3265634555255709,High Risk,Decline,1
238399,0.5582443496661323,High Risk,Decline,0
179405,0.1790200475070524,Medium Risk,Manual Review,0
328797,0.0814369254335473,Low Risk,Approve,0
257049,0.04754497461838,Low Risk,Approve,0
175776,0.1101272330976582,Medium Risk,Manual Review,0
276775,0.1916902974073288,Medium Risk,Manual Review,0
103090,0.8059355991311568,High Risk,Decline,0
205973,0.1227464010459898,Medium Risk,Manual Review,0
449013,0.4936887522981506,High Risk,Decline,0
428993,0.6065059187644476,High Risk,Decline,0
147341,0.6683484905808593,High Risk,Decline,0
145556,0.3447250089403174,High Risk,Decline,0
338746,0.1582544195922491,Medium Risk,Manual Review,0
192034,0.0462867157073588,Low Risk,Approve,0
139835,0.693316381827797,High Risk,Decline,0
396950,0.3599472545878931,High Risk,Decline,0
285750,0.3832762357891203,High Risk,Decline,0
120938,0.1659177294783127,Medium Risk,Manual Review,0
214584,0.5535160453843365,High Risk,Decline,0
242934,0.2004719831196643,Medium Risk,Manual Review,0
262534,0.510896978227933,High Risk,Decline,0
295675,0.8179518206055655,High Risk,Decline,1
299353,0.8430026315960661,High Risk,Decline,1
159969,0.3166039882070922,High Risk,Decline,0
283747,0.2936007866228386,Medium Risk,Manual Review,1
245347,0.0836642425356569,Low Risk,Approve,0
101406,0.4662937448377639,High Risk,Decline,1
414153,0.1093347116444649,Medium Risk,Manual Review,0
248813,0.8076505548656835,High Risk,Decline,1
430028,0.4642042946976272,High Risk,Decline,0
319682,0.4911350307939052,High Risk,Decline,0
355999,0.478041890165003,High Risk,Decline,0
203764,0.2720157282211448,Medium Risk,Manual Review,0
120858,0.5686367892558737,High Risk,Decline,0
206203,0.1189477140642537,Medium Risk,Manual Review,0
338594,0.1269321962491125,Medium Risk,Manual Review,0
366971,0.0486368233371596,Low Risk,Approve,0
353806,0.1615824159121244,Medium Risk,Manual Review,0
307884,0.140954167371324,Medium Risk,Manual Review,0
210096,0.4604237208531452,High Risk,Decline,0
398670,0.1429494693078323,Medium Risk,Manual Review,1
435386,0.7019722004441221,High Risk,Decline,0
139718,0.6612569046814343,High Risk,Decline,1
339780,0.416811988050228,High Risk,Decline,0
370671,0.2394716446006829,Medium Risk,Manual Review,0
244400,0.3213510500709097,High Risk,Decline,0
320555,0.4733727699216401,High Risk,Decline,0
115434,0.1824675890810097,Medium Risk,Manual Review,0
277462,0.3501279061518973,High Risk,Decline,0
296080,0.0643205126774725,Low Risk,Approve,0
240319,0.0687097329937507,Low Risk,Approve,0
199272,0.0716744969410425,Low Risk,Approve,0
230841,0.5625779196391707,High Risk,Decline,1
125754,0.2342011503236164,Medium Risk,Manual Review,0
239827,0.7298027152586893,High Risk,Decline,1
106060,0.3230316315333195,High Risk,Decline,0
100908,0.3413423323260565,High Risk,Decline,0
399404,0.0761660099505455,Low Risk,Approve,0
346097,0.4614688339842153,High Risk,Decline,1
403859,0.4742877033478005,High Risk,Decline,0
130909,0.3788290997006869,High Risk,Decline,1
329429,0.4051004382416024,High Risk,Decline,0
324039,0.2660248363767468,Medium Risk,Manual Review,0
116416,0.3556382285098375,High Risk,Decline,0
164662,0.4840538033072675,High Risk,Decline,0
118426,0.2238703353928906,Medium Risk,Manual Review,0
232212,0.1585118673545427,Medium Risk,Manual Review,0
122316,0.1482827416985623,Medium Risk,Manual Review,0
324317,0.4198627887330182,High Risk,Decline,0
298985,0.7134001209685543,High Risk,Decline,0
366690,0.7367728442983055,High Risk,Decline,0
234056,0.1291379345088791,Medium Risk,Manual Review,0
214560,0.1538986312048172,Medium Risk,Manual Review,0
363590,0.2256163459481133,Medium Risk,Manual Review,0
195902,0.6158969967594939,High Risk,Decline,0
244781,0.5218878443789082,High Risk,Decline,0
317669,0.1088164690818501,Medium Risk,Manual Review,0
299472,0.3606306566035733,High Risk,Decline,0
150188,0.5130642203404904,High Risk,Decline,0
164533,0.236250457397045,Medium Risk,Manual Review,0
196175,0.1156749158675625,Medium Risk,Manual Review,0
212319,0.2237915001374465,Medium Risk,Manual Review,0
127404,0.338887270670209,High Risk,Decline,1
272905,0.1046360964829926,Medium Risk,Manual Review,0
183469,0.5171256459623266,High Risk,Decline,0
130114,0.1690775359794184,Medium Risk,Manual Review,0
393986,0.6708355553080793,High Risk,Decline,0
153651,0.4117261880856583,High Risk,Decline,0
280661,0.168804392633584,Medium Risk,Manual Review,0
444874,0.4150414946940709,High Risk,Decline,0
415624,0.127844070896708,Medium Risk,Manual Review,0
167824,0.1906420023229374,Medium Risk,Manual Review,0
339633,0.2042649628213987,Medium Risk,Manual Review,0
418061,0.1686755804051888,Medium Risk,Manual Review,0
143052,0.0964185098270479,Low Risk,Approve,0
346842,0.4335577549049801,High Risk,Decline,0
106404,0.2911033703124492,Medium Risk,Manual Review,0
101411,0.0312214400120641,Low Risk,Approve,0
433608,0.6909635122243019,High Risk,Decline,0
389540,0.4979494747054354,High Risk,Decline,0
214191,0.4159211139716586,High Risk,Decline,0
191023,0.4451504646419821,High Risk,Decline,0
386607,0.7579035012254886,High Risk,Decline,0
301617,0.4802188868555431,High Risk,Decline,0
379614,0.1238776940084457,Medium Risk,Manual Review,0
364228,0.2130777444217931,Medium Risk,Manual Review,0
324107,0.1404323681632041,Medium Risk,Manual Review,0
272963,0.2810489373015364,Medium Risk,Manual Review,0
451426,0.7337741522002525,High Risk,Decline,0
161575,0.4984723660663984,High Risk,Decline,0
325043,0.6744622057327104,High Risk,Decline,0
202186,0.2422153311826663,Medium Risk,Manual Review,0
195375,0.3523183416955209,High Risk,Decline,1
145964,0.4197064861935222,High Risk,Decline,0
148840,0.244462534404414,Medium Risk,Manual Review,0
329515,0.1040778632756832,Medium Risk,Manual Review,0
232225,0.8315175809809021,High Risk,Decline,0
444787,0.5464950081746105,High Risk,Decline,0
147749,0.2987657960175257,Medium Risk,Manual Review,0
411525,0.5436308765265836,High Risk,Decline,0
189528,0.227464326968741,Medium Risk,Manual Review,0
441717,0.2151220285629743,Medium Risk,Manual Review,0
284458,0.2298823606082091,Medium Risk,Manual Review,0
261060,0.4890419288434315,High Risk,Decline,0
428946,0.4931812553146327,High Risk,Decline,0
285589,0.7055129251240029,High Risk,Decline,1
234247,0.2659075628803201,Medium Risk,Manual Review,0
371106,0.3622177365503166,High Risk,Decline,0
414326,0.5387209833335482,High Risk,Decline,0
168373,0.1259179479708753,Medium Risk,Manual Review,0
166577,0.0610792244972602,Low Risk,Approve,0
334322,0.8728928153087014,High Risk,Decline,1
400721,0.2929432651804232,Medium Risk,Manual Review,1
432641,0.5259807631529058,High Risk,Decline,0
400433,0.3642124268406832,High Risk,Decline,0
242729,0.6358932922916959,High Risk,Decline,1
112451,0.4137594092878593,High Risk,Decline,0
404809,0.1776073249564488,Medium Risk,Manual Review,0
128127,0.4383783540613444,High Risk,Decline,0
424369,0.2300541882639244,Medium Risk,Manual Review,0
311223,0.3487310396240149,High Risk,Decline,0
297050,0.4040047477774021,High Risk,Decline,0
372870,0.2643683748343688,Medium Risk,Manual Review,0
148692,0.0927977995351315,Low Risk,Approve,0
196000,0.4834688414240471,High Risk,Decline,1
245214,0.4367748850704401,High Risk,Decline,0
440815,0.1489365665218653,Medium Risk,Manual Review,0
206887,0.550672273509858,High Risk,Decline,0
113906,0.1514751897296523,Medium Risk,Manual Review,0
247504,0.1677158167940813,Medium Risk,Manual Review,0
227608,0.0686919385957287,Low Risk,Approve,0
214074,0.3490068608753149,High Risk,Decline,0
127761,0.1054478317219241,Medium Risk,Manual Review,0
162449,0.4278396230600093,High Risk,Decline,0
153333,0.2995335224351099,Medium Risk,Manual Review,0
320701,0.4494951278175674,High Risk,Decline,0
275202,0.3949190849032719,High Risk,Decline,0
191823,0.3069638411403613,High Risk,Decline,0
380490,0.4038118206309214,High Risk,Decline,0
338720,0.2948649752777891,Medium Risk,Manual Review,0
173288,0.1694920379902731,Medium Risk,Manual Review,0
346484,0.4351786789438593,High Risk,Decline,0
188574,0.7391785156418074,High Risk,Decline,0
251665,0.4424837458176172,High Risk,Decline,0
254277,0.1475913345371742,Medium Risk,Manual Review,0
190162,0.4265974308569008,High Risk,Decline,0
327528,0.525938732523305,High Risk,Decline,0
454262,0.4550681920151131,High Risk,Decline,0
156902,0.4556158046012499,High Risk,Decline,0
100961,0.3316690447585889,High Risk,Decline,0
184741,0.7449863153054127,High Risk,Decline,0
152346,0.7096646144246262,High Risk,Decline,0
222895,0.1454180762924209,Medium Risk,Manual Review,0
165722,0.2498122488568896,Medium Risk,Manual Review,0
291360,0.6648388234122006,High Risk,Decline,0
300968,0.7742065089187269,High Risk,Decline,1
317173,0.2136733648822978,Medium Risk,Manual Review,0
422687,0.5082590812315761,High Risk,Decline,0
437201,0.5605859049948608,High Risk,Decline,0
105348,0.6491689784014143,High Risk,Decline,0
243695,0.7177480137382706,High Risk,Decline,0
178892,0.2572048203329228,Medium Risk,Manual Review,0
137919,0.6049821640456434,High Risk,Decline,0
332389,0.7462825642894078,High Risk,Decline,0
339285,0.3137906105381601,High Risk,Decline,0
377349,0.9089367645269834,High Risk,Decline,1
223284,0.4004710440190667,High Risk,Decline,0
385409,0.7909680889192975,High Risk,Decline,0
254059,0.7938713371404565,High Risk,Decline,0
393063,0.3887914999035755,High Risk,Decline,0
374437,0.2741126933803568,Medium Risk,Manual Review,0
103583,0.4281871047223985,High Risk,Decline,0
185383,0.3201393192465851,High Risk,Decline,0
232791,0.2813948577056949,Medium Risk,Manual Review,0
344673,0.0834487941764366,Low Risk,Approve,0
444969,0.4114034835246995,High Risk,Decline,0
204567,0.2333583774590393,Medium Risk,Manual Review,0
399495,0.1763617697903498,Medium Risk,Manual Review,0
295296,0.6824450908568825,High Risk,Decline,0
395866,0.1863572973613999,Medium Risk,Manual Review,0
104361,0.3872226962950085,High Risk,Decline,0
339300,0.530033397668636,High Risk,Decline,0
352062,0.3642863002506465,High Risk,Decline,0
445779,0.7507309705835542,High Risk,Decline,0
435580,0.5795290706998718,High Risk,Decline,0
191476,0.8484320243054495,High Risk,Decline,0
295331,0.3240072399134256,High Risk,Decline,0
307066,0.1964484438863477,Medium Risk,Manual Review,0
370542,0.6395272886734149,High Risk,Decline,0
261599,0.4838867374725649,High Risk,Decline,1
186373,0.3454184013875674,High Risk,Decline,0
362736,0.6551258180361023,High Risk,Decline,0
279585,0.2062557898248151,Medium Risk,Manual Review,0
180450,0.1314192339061833,Medium Risk,Manual Review,0
229594,0.5646913698098867,High Risk,Decline,1
108840,0.3685245577827445,High Risk,Decline,1
387130,0.1323200643440643,Medium Risk,Manual Review,0
405915,0.1721719441475454,Medium Risk,Manual Review,0
253076,0.1498953641778853,Medium Risk,Manual Review,0
373791,0.2231343387096208,Medium Risk,Manual Review,0
391991,0.1880235420290394,Medium Risk,Manual Review,0
132763,0.2426414735104142,Medium Risk,Manual Review,0
366022,0.2268653998132082,Medium Risk,Manual Review,0
269865,0.3870673601358371,High Risk,Decline,0
385958,0.2307391217195376,Medium Risk,Manual Review,0
296281,0.1545601033615682,Medium Risk,Manual Review,0
396179,0.4113752855716997,High Risk,Decline,0
189437,0.440612488906159,High Risk,Decline,0
274044,0.6548269004650442,High Risk,Decline,0
342530,0.0601622122459312,Low Risk,Approve,0
236866,0.075678966136073,Low Risk,Approve,0
103023,0.458406508170279,High Risk,Decline,0
353291,0.7392859669212876,High Risk,Decline,0
360533,0.4458349420119315,High Risk,Decline,0
382665,0.2299854631940324,Medium Risk,Manual Review,0
387040,0.4521562084874257,High Risk,Decline,0
115196,0.2731959747390128,Medium Risk,Manual Review,0
232589,0.3625458370732371,High Risk,Decline,0
264815,0.1365386561130104,Medium Risk,Manual Review,0
187136,0.3489795381560819,High Risk,Decline,0
414031,0.3084440744972836,High Risk,Decline,0
311054,0.6052388313874597,High Risk,Decline,0
254793,0.7848132272028311,High Risk,Decline,0
188063,0.4204455567565928,High Risk,Decline,0
448109,0.4832438493480866,High Risk,Decline,0
345565,0.6034160180236507,High Risk,Decline,0
314633,0.6616267550433825,High Risk,Decline,1
437581,0.0745551367517804,Low Risk,Approve,0
288868,0.5331789380274532,High Risk,Decline,1
364233,0.7155421084923826,High Risk,Decline,0
124745,0.201594512585138,Medium Risk,Manual Review,0
395667,0.3173825066089621,High Risk,Decline,0
159961,0.4758859881561154,High Risk,Decline,0
285941,0.7131458632913878,High Risk,Decline,1
330354,0.1998723652906281,Medium Risk,Manual Review,0
350743,0.4017488211930396,High Risk,Decline,0
273789,0.3017921905467283,High Risk,Decline,0
115809,0.1113574196139137,Medium Risk,Manual Review,0
395133,0.2759972051174536,Medium Risk,Manual Review,0
366018,0.269207312038858,Medium Risk,Manual Review,0
156035,0.1953963881769381,Medium Risk,Manual Review,0
115364,0.4558060707390694,High Risk,Decline,0
359844,0.5678526573700623,High Risk,Decline,0
100303,0.4618275817038834,High Risk,Decline,0
449755,0.3988002613033151,High Risk,Decline,0
289335,0.2057613599977072,Medium Risk,Manual Review,0
312035,0.5454901170414084,High Risk,Decline,0
344823,0.4443822425844482,High Risk,Decline,0
224210,0.5481121740436773,High Risk,Decline,0
165456,0.2159696553039285,Medium Risk,Manual Review,0
206675,0.3773502206357046,High Risk,Decline,0
357517,0.3727624968144439,High Risk,Decline,0
334438,0.6238976946345786,High Risk,Decline,0
154481,0.741972678489642,High Risk,Decline,1
157484,0.3495414992227942,High Risk,Decline,0
280199,0.5401060138730286,High Risk,Decline,0
371387,0.1636302285975317,Medium Risk,Manual Review,0
220042,0.1663061348048433,Medium Risk,Manual Review,0
313547,0.3224359503926782,High Risk,Decline,0
328316,0.1168243223808692,Medium Risk,Manual Review,0
306239,0.1635253716459941,Medium Risk,Manual Review,0
255258,0.5710760262540056,High Risk,Decline,0
190338,0.04326464212085,Low Risk,Approve,0
146603,0.1903459630005006,Medium Risk,Manual Review,0
365560,0.3983773240496942,High Risk,Decline,0
417493,0.6361768611615878,High Risk,Decline,0
136760,0.2738260135893587,Medium Risk,Manual Review,0
321316,0.201296245829053,Medium Risk,Manual Review,0
336043,0.8001617908516839,High Risk,Decline,1
154409,0.4755389457517635,High Risk,Decline,0
455568,0.7950131085442494,High Risk,Decline,0
270174,0.1068540120616827,Medium Risk,Manual Review,1
112712,0.8175446629034748,High Risk,Decline,0
418215,0.6509759624528952,High Risk,Decline,1
367355,0.0757708959681823,Low Risk,Approve,0
312531,0.1594345998934302,Medium Risk,Manual Review,0
337966,0.2148723345993086,Medium Risk,Manual Review,0
450335,0.5678332224676649,High Risk,Decline,0
180869,0.0716257724761425,Low Risk,Approve,0
347336,0.0868038216409959,Low Risk,Approve,0
222468,0.5625657396057457,High Risk,Decline,0
352554,0.1212759842403665,Medium Risk,Manual Review,0
349477,0.4066371421249686,High Risk,Decline,0
416547,0.524429855733944,High Risk,Decline,0
297860,0.0518851520386664,Low Risk,Approve,0
339903,0.2347498138732543,Medium Risk,Manual Review,0
