applicant_id,probability_of_default,risk_band,recommended_decision,actual_default,exposure_at_default,loss_given_default,expected_loss
403657,0.4651728958907641,High Risk,Decline,0,485640.0,0.45,101657.9543221758
429034,0.2240604998205686,Medium Risk,Manual Review,0,868797.0,0.45,87598.39052817474
239119,0.1493506408324874,Medium Risk,Manual Review,0,225000.0,0.45,15121.752384289348
262141,0.3931511117549793,High Risk,Decline,0,675000.0,0.45,119419.65019557497
175180,0.850124382486052,High Risk,Decline,0,521280.0,0.45,199418.77714604815
364904,0.3300658033766989,High Risk,Decline,0,1075932.0,0.45,159807.76198141428
148619,0.3732754671936024,High Risk,Decline,0,490536.0,0.45,82397.27455887642
411869,0.0984929339115711,Low Risk,Approve,0,450000.0,0.45,19944.81911709315
366959,0.4927280439086166,High Risk,Decline,0,1006920.0,0.45,223261.97488760887
432603,0.2528927039062956,Medium Risk,Manual Review,0,1125000.0,0.45,128026.93135256215
432154,0.2974321361903333,Medium Risk,Manual Review,0,269550.0,0.45,36077.77453954696
375186,0.422274806338108,High Risk,Decline,0,2345760.0,0.45,445749.9073720561
161763,0.298497979105603,Medium Risk,Manual Review,0,451102.5,0.45,60593.93307876838
102330,0.4950756529923976,High Risk,Decline,0,508495.5,0.45,113284.68376778807
411684,0.3742940044430731,High Risk,Decline,0,450000.0,0.45,75794.5358997223
137502,0.7841961341203042,High Risk,Decline,0,584766.0,0.45,206357.0564542472
224914,0.609199708688235,High Risk,Decline,0,454500.0,0.45,124596.57041946126
311579,0.0458648687031223,Low Risk,Approve,0,239850.0,0.45,4950.309941299747
418513,0.1161195586567207,Medium Risk,Manual Review,0,101880.0,0.45,5323.617286176017
111634,0.2191556714312547,Medium Risk,Manual Review,0,675000.0,0.45,66568.53519724362
354905,0.3187046018569954,High Risk,Decline,0,342000.0,0.45,49048.6382257916
228518,0.1922671754593801,Medium Risk,Manual Review,0,358344.0,0.45,31004.004925267243
396413,0.5454304704499388,High Risk,Decline,0,135000.0,0.45,33134.901079833784
131583,0.0863599276126798,Low Risk,Approve,0,900000.0,0.45,34975.77068313532
101716,0.695578996669114,High Risk,Decline,0,314100.0,0.45,98316.61328419592
120443,0.6391310954955931,High Risk,Decline,0,835380.0,0.45,240262.80054979885
316634,0.5372304136748463,High Risk,Decline,1,628114.5,0.45,151848.99570157615
351997,0.2603424956613911,Medium Risk,Manual Review,0,203760.0,0.45,23871.324112184277
435597,0.402529550445573,High Risk,Decline,0,900000.0,0.45,163024.46793045706
325049,0.153050986802504,Medium Risk,Manual Review,0,271957.5,0.45,18730.513684503894
208232,0.4396804165905532,High Risk,Decline,0,1125000.0,0.45,222588.21089896755
403869,0.4325387810130142,High Risk,Decline,0,315000.0,0.45,61312.37220859476
140805,0.6422907673144632,High Risk,Decline,0,360000.0,0.45,104051.10430494304
428084,0.8503167423850744,High Risk,Decline,0,172021.5,0.45,65822.74267508733
352990,0.0565174988800756,Low Risk,Approve,0,191880.0,0.45,4880.059958299008
250817,0.4310847915975874,High Risk,Decline,0,314100.0,0.45,60931.679868360996
130085,0.5335649679684513,High Risk,Decline,1,1762110.0,0.45,423090.07456809946
427805,0.1515519216575689,Medium Risk,Manual Review,0,446787.0,0.45,30470.142789729107
365664,0.7492005558040188,High Risk,Decline,0,545040.0,0.45,183754.92192094008
123309,0.3368196252001543,High Risk,Decline,0,1078200.0,0.45,163421.51395086286
312430,0.0947684581395375,Low Risk,Approve,0,518562.0,0.45,22114.49453538968
348222,0.1879344152613709,Medium Risk,Manual Review,0,312768.0,0.45,26450.942036610806
206340,0.8056486647731312,High Risk,Decline,1,284400.0,0.45,103106.91611766533
444075,0.5185674325370822,High Risk,Decline,0,592560.0,0.45,138277.04302087805
377649,0.0591799126171392,Low Risk,Approve,0,568057.5,0.45,15127.91694517975
185165,0.3016004015954547,High Risk,Decline,0,684706.5,0.45,92928.48991875819
282552,0.4437864228448535,High Risk,Decline,0,1230565.5,0.45,245748.71759457985
393997,0.0667821122046362,Low Risk,Approve,0,1056447.0,0.45,31748.292941513086
279161,0.2888195827982347,Medium Risk,Manual Review,0,414612.0,0.45,53886.62918841377
446252,0.1209827133834842,Medium Risk,Manual Review,0,315000.0,0.45,17149.299622108887
103337,0.4544020100918373,High Risk,Decline,0,113076.0,0.45,23121.88276191507
249993,0.1523944679822237,Medium Risk,Manual Review,0,1125000.0,0.45,77149.69941600075
240258,0.0545884332807522,Low Risk,Approve,0,143910.0,0.45,3535.119645044872
355301,0.6475678506300306,High Risk,Decline,0,1078200.0,0.45,314193.44544718455
394136,0.2894183452938032,Medium Risk,Manual Review,0,272520.0,0.45,35492.52935676027
152600,0.1633264081429278,Medium Risk,Manual Review,0,521280.0,0.45,38312.45551653543
110276,0.1808444120290785,Medium Risk,Manual Review,0,78192.0,0.45,6363.263819419968
121837,0.0229926733471649,Low Risk,Approve,0,922500.0,0.45,9544.833523241829
226298,0.5902773930166159,High Risk,Decline,0,550489.5,0.45,146223.67812435914
191017,0.7232271514846718,High Risk,Decline,0,538704.0,0.45,175322.41173602937
206847,0.8471942094722066,High Risk,Decline,1,225000.0,0.45,85778.41370906091
241082,0.7327942196106108,High Risk,Decline,0,814041.0,0.45,268436.0426967186
271345,0.186588227242419,Medium Risk,Manual Review,0,675000.0,0.45,56676.17402488477
331943,0.5781607624319209,High Risk,Decline,1,1546020.0,0.45,402231.6458707493
396070,0.7070707343570081,High Risk,Decline,0,790830.0,0.45,251627.73698319873
144360,0.4239786608064241,High Risk,Decline,0,360000.0,0.45,68684.5430506407
153021,0.2896549433438417,Medium Risk,Manual Review,0,808650.0,0.45,105403.26147074891
161209,0.7143281377114488,High Risk,Decline,0,1288350.0,0.45,414137.09529924527
234130,0.4002185996453239,High Risk,Decline,0,497520.0,0.45,89602.54096299369
336172,0.3474207213278796,High Risk,Decline,0,548307.0,0.45,85721.94605210655
104834,0.0771132715141714,Low Risk,Approve,0,215640.0,0.45,7482.917641192164
159785,0.3125874511114795,High Risk,Decline,0,277969.5,0.45,39100.39987127958
175858,0.1620467567552884,Medium Risk,Manual Review,0,314055.0,0.45,22901.217386751945
268527,0.3561694867904112,High Risk,Decline,0,900000.0,0.45,144248.64215011656
356995,0.2078898771766251,Medium Risk,Manual Review,0,788472.0,0.45,73761.90625674358
183829,0.5834413077989251,High Risk,Decline,1,180000.0,0.45,47258.74593171293
405785,0.6099131014430402,High Risk,Decline,0,1255680.0,0.45,344635.05744899856
450207,0.2730839520586278,Medium Risk,Manual Review,0,225000.0,0.45,27649.750145936065
299703,0.1167205977268838,Medium Risk,Manual Review,0,695439.0,0.45,36527.42509316385
188348,0.4584039975356596,High Risk,Decline,0,216000.0,0.45,44556.868560466115
239580,0.2454499533856719,Medium Risk,Manual Review,0,254700.0,0.45,28132.246407298786
239355,0.1175018898951283,Medium Risk,Manual Review,0,365175.0,0.45,19308.938689104067
420704,0.0950465426560622,Low Risk,Approve,0,545040.0,0.45,23311.875424167065
343610,0.8538503324076864,High Risk,Decline,0,450000.0,0.45,172904.6923125565
216764,0.4041535967381571,High Risk,Decline,0,487971.0,0.45,88746.85563926186
397389,0.2975463676228596,Medium Risk,Manual Review,0,296280.0,0.45,39670.66700968538
142815,0.5997003226185965,High Risk,Decline,1,808650.0,0.45,218226.44964848764
308278,0.3058300532257316,High Risk,Decline,0,585000.0,0.45,80509.76151167385
148780,0.0834467034135419,Low Risk,Approve,0,315000.0,0.45,11828.570208869565
442713,0.7636827968772858,High Risk,Decline,1,254700.0,0.45,87529.50376409011
140226,0.3956676066462519,High Risk,Decline,0,765000.0,0.45,136208.5735879722
177017,0.3675374581429944,High Risk,Decline,0,1288350.0,0.45,213082.59788933705
282462,0.0756180073122791,Low Risk,Approve,0,1800000.0,0.45,61250.585922946084
347212,0.1700166627832106,Medium Risk,Manual Review,0,1160973.0,0.45,88823.13976863555
286380,0.5012610830622324,High Risk,Decline,0,900000.0,0.45,203010.7386402041
415253,0.2768438903386371,Medium Risk,Manual Review,0,270000.0,0.45,33636.53267614441
283364,0.4168558024238686,High Risk,Decline,0,534451.5,0.45,100255.1440001131
422347,0.42617242547566,High Risk,Decline,0,180000.0,0.45,34519.966463528464
114163,0.3053362046078504,High Risk,Decline,0,1035000.0,0.45,142210.33729610633
388408,0.2556293189799209,Medium Risk,Manual Review,0,225000.0,0.45,25882.46854671699
411914,0.3050655213084045,High Risk,Decline,0,1078200.0,0.45,148014.74028362476
373041,0.4723777996734061,High Risk,Decline,0,198229.5,0.45,42137.64676816176
144288,0.2837026423073618,Medium Risk,Manual Review,0,1125000.0,0.45,143624.4626681019
374144,0.5456347600294534,High Risk,Decline,0,862560.0,0.45,211789.22337495242
156604,0.0555101891611266,Low Risk,Approve,0,270000.0,0.45,6744.487983076881
293576,0.2959151935815387,Medium Risk,Manual Review,0,364896.0,0.45,48590.221714708125
352720,0.3798044791570451,High Risk,Decline,0,770292.0,0.45,131652.15833647735
173184,0.6488232805944129,High Risk,Decline,0,808650.0,0.45,236101.9256337024
219302,0.1800070293694796,Medium Risk,Manual Review,0,460858.5,0.45,37330.99629510345
440308,0.1082745042949168,Medium Risk,Manual Review,0,270000.0,0.45,13155.352271832393
363633,0.7901894462053543,High Risk,Decline,1,521280.0,0.45,185359.47953306718
183582,0.0343040797667723,Low Risk,Approve,0,1192500.0,0.45,18408.426804844188
213228,0.7242904097229098,High Risk,Decline,1,515700.0,0.45,168082.45393234707
355658,0.301530728725616,High Risk,Decline,0,654498.0,0.45,88808.06650025619
308158,0.2849636163401949,Medium Risk,Manual Review,0,1546020.0,0.45,198251.75256042066
441487,0.1275291623819588,Medium Risk,Manual Review,0,1872517.5,0.45,107460.26474425179
184911,0.1430327348816736,Medium Risk,Manual Review,0,900000.0,0.45,57928.25762707781
450333,0.4385126613757895,High Risk,Decline,0,219042.0,0.45,43223.71066788406
145224,0.094123077939179,Low Risk,Approve,0,315000.0,0.45,13341.946297878623
337470,0.4443397326897491,High Risk,Decline,0,582768.0,0.45,116526.13980306286
235739,0.233678699679963,Medium Risk,Manual Review,0,1515415.5,0.45,159354.14558168742
265160,0.1765557426950879,Medium Risk,Manual Review,0,292500.0,0.45,23239.149632240944
132564,0.3027779014876285,High Risk,Decline,0,247500.0,0.45,33721.88877818463
445571,0.4021038848582709,High Risk,Decline,0,675000.0,0.45,122139.05502569981
160127,0.1750161084289278,Medium Risk,Manual Review,0,225000.0,0.45,17720.38097842894
394199,0.1064299559280813,Medium Risk,Manual Review,0,566055.0,0.45,27110.343916291527
384259,0.2397963986985119,Medium Risk,Manual Review,0,343800.0,0.45,37098.90084264678
319720,0.4083241377405592,High Risk,Decline,0,140166.0,0.45,25754.92249074445
130207,0.6121423143387906,High Risk,Decline,0,1350000.0,0.45,371876.45596081536
436838,0.3050740787647464,High Risk,Decline,0,1325475.0,0.45,181965.629047816
152715,0.0642774231419251,Low Risk,Approve,0,61128.0,0.45,1768.1176448188187
129894,0.4518008897084502,High Risk,Decline,0,187704.0,0.45,38162.17539082572
327336,0.0285924219057641,Low Risk,Approve,0,225000.0,0.45,2894.982717958615
278580,0.5575514881634184,High Risk,Decline,0,954864.0,0.45,239573.62988715342
387881,0.7131806175643172,High Risk,Decline,1,1193580.0,0.45,383057.154680588
105945,0.5565966604768715,High Risk,Decline,0,123637.5,0.45,30967.29882436914
287416,0.0977097381797322,Low Risk,Approve,0,535500.0,0.45,23545.60415786097
150883,0.2093628944137891,Medium Risk,Manual Review,0,1046142.0,0.45,98560.49268952357
402742,0.3737585034399693,High Risk,Decline,0,675000.0,0.45,113529.14541989067
312733,0.2595734831598079,Medium Risk,Manual Review,0,135000.0,0.45,15769.08910195833
286743,0.7612453901036428,High Risk,Decline,0,521280.0,0.45,178569.89862895213
104493,0.3209666425040102,High Risk,Decline,0,601470.0,0.45,86873.31291009915
121798,0.2641901903374587,Medium Risk,Manual Review,0,405000.0,0.45,48148.66218900186
373498,0.2104415128809391,Medium Risk,Manual Review,0,271066.5,0.45,25669.639958103486
218809,0.5788753436370043,High Risk,Decline,0,506889.0,0.45,132041.4948273679
425772,0.2749008060616282,Medium Risk,Manual Review,0,490495.5,0.45,60676.92374382062
268251,0.878702246483654,High Risk,Decline,0,180000.0,0.45,71174.88196517598
197133,0.6352478273095675,High Risk,Decline,0,225000.0,0.45,64318.84251509372
107451,0.1299595429106591,Medium Risk,Manual Review,0,1291500.0,0.45,75529.2373511023
120744,0.5076549860828439,High Risk,Decline,0,1078200.0,0.45,246309.122697535
284782,0.1750995360247479,Medium Risk,Manual Review,0,1552500.0,0.45,122328.9133552895
450282,0.4429258934432643,High Risk,Decline,0,403249.5,0.45,80374.34028062233
255628,0.4080685968378848,High Risk,Decline,0,225000.0,0.45,41316.94542983584
403627,0.3305529186274122,High Risk,Decline,0,1440000.0,0.45,214198.29127056312
370707,0.269001511158864,Medium Risk,Manual Review,0,814041.0,0.45,98540.21661537276
124784,0.5742460416987407,High Risk,Decline,0,567000.0,0.45,146518.87753943368
325436,0.3978098051476305,High Risk,Decline,0,573408.0,0.45,102648.29613754162
432139,0.2921255016907682,Medium Risk,Manual Review,0,879934.5,0.45,115673.08827038186
100105,0.0796324059708984,Low Risk,Approve,0,225000.0,0.45,8062.781104553463
330147,0.4022909423502752,High Risk,Decline,0,358443.0,0.45,64889.267511986865
267775,0.9059430942275444,High Risk,Decline,0,576072.0,0.45,234849.8025800325
395187,0.1436212811639671,Medium Risk,Manual Review,0,1724220.0,0.45,111435.60843384091
120989,0.3636367221192039,High Risk,Decline,0,557770.5,0.45,91271.62634165524
234047,0.6476868915720181,High Risk,Decline,0,450000.0,0.45,131156.59554333365
170377,0.0547703355840085,Low Risk,Approve,0,1025887.5,0.45,25284.69119089778
108504,0.3981799910105371,High Risk,Decline,1,582228.0,0.45,104324.19291273734
431068,0.4999460992835881,High Risk,Decline,1,553581.0,0.45,124542.2977143786
282939,0.0886673046240445,Low Risk,Approve,0,517500.0,0.45,20648.398564324365
229715,0.4229932889376073,High Risk,Decline,0,360000.0,0.45,68524.91280789238
174650,0.6971501996169547,High Risk,Decline,1,284400.0,0.45,89221.28254697786
277561,0.1987143286712547,Medium Risk,Manual Review,0,310671.0,0.45,27780.650641182317
106283,0.4917330711854866,High Risk,Decline,0,545040.0,0.45,120606.38690352192
177683,0.606898111708322,High Risk,Decline,0,254700.0,0.45,69559.62707344933
225000,0.3432665271398042,High Risk,Decline,0,212656.5,0.45,32849.0362029176
251038,0.1273948560593225,Medium Risk,Manual Review,0,450000.0,0.45,25797.458352012807
372100,0.2955187248057672,Medium Risk,Manual Review,0,405000.0,0.45,53858.28759585107
137684,0.6453634494011159,High Risk,Decline,0,675000.0,0.45,196029.14775558896
294664,0.1879763550481019,Medium Risk,Manual Review,0,254700.0,0.45,21544.9099338382
124161,0.3919818482864554,High Risk,Decline,0,728460.0,0.45,128494.39374123808
255999,0.2320773516014157,Medium Risk,Manual Review,0,294322.5,0.45,30737.513842518456
334758,0.1310862883384367,Medium Risk,Manual Review,0,954207.0,0.45,56287.554271449604
207406,0.0735001452724168,Low Risk,Approve,0,198085.5,0.45,6551.690861861693
430958,0.4871058410279417,High Risk,Decline,0,654498.0,0.45,143464.4094334976
138534,0.6816441963388318,High Risk,Decline,0,474048.0,0.45,145409.43059371374
410272,0.0817919909372191,Low Risk,Approve,0,900000.0,0.45,33125.75632957374
245537,0.7249000849762604,High Risk,Decline,0,227520.0,0.45,74218.17030020944
165663,0.3990750951895095,High Risk,Decline,0,1205451.0,0.45,216479.46265708024
258578,0.6075614558794433,High Risk,Decline,0,573628.5,0.45,156831.55496727355
292197,0.2244516721141884,Medium Risk,Manual Review,0,675000.0,0.45,68177.19540468474
245380,0.3021965520168139,High Risk,Decline,0,273636.0,0.45,37211.335068452805
238070,0.1107816904289989,Medium Risk,Manual Review,0,900000.0,0.45,44866.58462374455
303934,0.4037815936237981,High Risk,Decline,0,432000.0,0.45,78495.14180046636
188986,0.4236854071147419,High Risk,Decline,0,543037.5,0.45,103534.67891973225
280217,0.1055233333253897,Medium Risk,Manual Review,0,675000.0,0.45,32052.71249758712
321168,0.2495710315149149,Medium Risk,Manual Review,0,251280.0,0.45,28220.493959580515
213006,0.6740693334812985,High Risk,Decline,1,545040.0,0.45,165327.63728429112
387236,0.3607945046932181,High Risk,Decline,0,450000.0,0.45,73060.88720037667
280510,0.409158765960312,High Risk,Decline,0,1546020.0,0.45,284655.4359074827
111626,0.0729050655314763,Low Risk,Approve,0,900000.0,0.45,29526.551540247903
289084,0.5913584732473367,High Risk,Decline,0,319500.0,0.45,85022.56449113584
135688,0.557821272284325,High Risk,Decline,0,225000.0,0.45,56479.403818787905
117831,0.2871237008060085,Medium Risk,Manual Review,0,730017.0,0.45,94322.33221108495
178696,0.1999052775446506,Medium Risk,Manual Review,0,1078200.0,0.45,96992.04161188903
417643,0.6431937313266256,High Risk,Decline,0,180000.0,0.45,52098.69223745668
410517,0.2300651655082428,Medium Risk,Manual Review,0,180000.0,0.45,18635.27840616767
199340,0.439741736506112,High Risk,Decline,0,247500.0,0.45,48976.23590336822
308848,0.754673742950799,High Risk,Decline,1,284400.0,0.45,96583.14562284325
337910,0.2960184256706183,Medium Risk,Manual Review,0,148365.0,0.45,19763.44817607958
147807,0.5196898772449742,High Risk,Decline,0,172021.5,0.45,40229.02449832334
333133,0.3978394287280951,High Risk,Decline,0,598401.0,0.45,107130.38039564437
355865,0.7523817646684889,High Risk,Decline,1,704844.0,0.45,238640.29764119838
345410,0.2126924724046896,Medium Risk,Manual Review,0,1467612.0,0.45,140467.51116485609
196056,0.2567378495552142,Medium Risk,Manual Review,0,508495.5,0.45,58747.518530326546
379901,0.122231724261518,Medium Risk,Manual Review,0,615109.5,0.45,33833.65265758809
376855,0.6468826415038242,High Risk,Decline,0,225000.0,0.45,65496.8674522622
377852,0.3564600529352323,High Risk,Decline,0,1168452.0,0.45,187427.90779752514
298561,0.1583420763232096,Medium Risk,Manual Review,0,1002870.0,0.45,71458.43313701575
243164,0.6125854014612426,High Risk,Decline,0,540000.0,0.45,148858.25255508197
124987,0.4749068722496202,High Risk,Decline,0,808650.0,0.45,172815.04901009492
351141,0.1185530979444717,Medium Risk,Manual Review,0,675000.0,0.45,36010.503500633284
172275,0.5375670783836883,High Risk,Decline,1,53910.0,0.45,13041.108538049088
321733,0.1363651553422125,Medium Risk,Manual Review,0,497520.0,0.45,30529.976438635902
388743,0.340640869142109,High Risk,Decline,0,348264.0,0.45,53384.82824290835
443584,0.4760952877909816,High Risk,Decline,0,180000.0,0.45,38563.71831106951
406818,0.0662573706356405,Low Risk,Approve,0,2250000.0,0.45,67085.587768586
306730,0.7756055652907596,High Risk,Decline,0,180000.0,0.45,62824.05078855153
109454,0.3253205847743767,High Risk,Decline,0,1078200.0,0.45,157842.29452667985
246726,0.1513847963193101,Medium Risk,Manual Review,0,202500.0,0.45,13794.939564597133
355435,0.0983267622489667,Low Risk,Approve,0,142200.0,0.45,6291.92951631138
213036,0.6363729945078829,High Risk,Decline,1,835380.0,0.45,239225.97246839784
127227,0.0560693406356686,Low Risk,Approve,0,1002870.0,0.45,25303.616839481838
381090,0.6622878545783363,High Risk,Decline,0,296280.0,0.45,88300.19049951126
182768,0.2794227535407114,Medium Risk,Manual Review,0,753840.0,0.45,94788.02183810846
383364,0.4152441836800434,High Risk,Decline,1,781920.0,0.45,146109.47944639478
368873,0.6266075916678351,High Risk,Decline,0,288792.0,0.45,81431.66682582184
182408,0.0439471024124367,Low Risk,Approve,0,1027327.5,0.45,20316.630084125653
444917,0.3793900526359945,High Risk,Decline,0,215640.0,0.45,36815.251927691636
276096,0.7184332260344143,High Risk,Decline,1,197820.0,0.45,63954.20734835752
419962,0.5340736067781565,High Risk,Decline,0,247275.0,0.45,59428.37300223089
288892,0.3929843102039175,High Risk,Decline,0,334152.0,0.45,59092.42195046674
112857,0.0554269484579953,Low Risk,Approve,0,50940.0,0.45,1270.5519395026263
133997,0.2744050248627906,Medium Risk,Manual Review,0,180000.0,0.45,22226.807013886042
264478,0.2543450087710207,Medium Risk,Manual Review,0,545040.0,0.45,62382.6916112507
331759,0.3740617695454252,High Risk,Decline,0,900000.0,0.45,151495.01666589722
344455,0.1269736935104161,Medium Risk,Manual Review,0,334152.0,0.45,19092.83113525165
124279,0.482066315034618,High Risk,Decline,0,1223010.0,0.45,265307.3657777197
292756,0.2719961949706653,Medium Risk,Manual Review,0,675000.0,0.45,82618.84422233958
372845,0.5963254367303689,High Risk,Decline,0,918468.0,0.45,246467.6240502908
165160,0.0816284548175172,Low Risk,Approve,0,254700.0,0.45,9355.845348909734
343966,0.4461845895524015,High Risk,Decline,0,646920.0,0.45,129890.58060295781
259111,0.1673045652752003,Medium Risk,Manual Review,0,549000.0,0.45,41332.59285123823
394246,0.0923332413295168,Low Risk,Approve,0,2517300.0,0.45,104593.71077945668
382255,0.6582011936657779,High Risk,Decline,0,544491.0,0.45,161273.08176312287
291253,0.2833085551127548,Medium Risk,Manual Review,0,462694.5,0.45,58988.38961412835
314739,0.7641058407247296,High Risk,Decline,0,254700.0,0.45,87577.9909346649
192878,0.2672834700079566,Medium Risk,Manual Review,0,225000.0,0.45,27062.451338305604
247905,0.2438494528054418,Medium Risk,Manual Review,0,269550.0,0.45,29578.329001668077
421676,0.1776981190274208,Medium Risk,Manual Review,0,720000.0,0.45,57574.19056488434
176471,0.1378341651820778,Medium Risk,Manual Review,0,135000.0,0.45,8373.425534811227
213471,0.1296525707155928,Medium Risk,Manual Review,0,1215000.0,0.45,70887.54303875036
443388,0.6688379085344038,High Risk,Decline,0,1256400.0,0.45,378147.5767271812
324405,0.645673026356585,High Risk,Decline,0,248760.0,0.45,72277.92991640883
175602,0.3650279072824375,High Risk,Decline,0,780363.0,0.45,128184.42276479014
455741,0.5287139717105774,High Risk,Decline,0,983299.5,0.45,233947.88281171123
446112,0.643060951260688,High Risk,Decline,0,450000.0,0.45,130219.84263028932
277256,0.7809646726082015,High Risk,Decline,0,256500.0,0.45,90142.84733580165
366890,0.089108684014048,Low Risk,Approve,0,127350.0,0.45,5106.595909135056
264096,0.1566473340136717,Medium Risk,Manual Review,0,85320.0,0.45,6014.317742120911
413903,0.1277171278306832,Medium Risk,Manual Review,0,343800.0,0.45,19759.116846685
269237,0.3240701887577899,High Risk,Decline,0,835380.0,0.45,121824.78942801716
148703,0.3682423288848641,High Risk,Decline,0,180000.0,0.45,29827.628639673992
360338,0.2977888299143636,Medium Risk,Manual Review,0,126000.0,0.45,16884.626656144417
119229,0.3277244046019671,High Risk,Decline,0,1303812.0,0.45,192280.95513580498
193649,0.5056198270689949,High Risk,Decline,0,528633.0,0.45,120279.29671933378
217850,0.1270810376843504,Medium Risk,Manual Review,0,270000.0,0.45,15440.346078648572
151796,0.6523751782582604,High Risk,Decline,0,176328.0,0.45,51764.40469436514
173732,0.251247647738714,Medium Risk,Manual Review,0,1056447.0,0.45,119443.42066977953
402027,0.4817406628078022,High Risk,Decline,0,523597.5,0.45,113507.19301252869
115088,0.5068815571215013,High Risk,Decline,0,835380.0,0.45,190547.42183467187
118283,0.4229562359012918,High Risk,Decline,0,270000.0,0.45,51389.182662006955
418444,0.2069222908597551,Medium Risk,Manual Review,0,753840.0,0.45,70193.834883773
330609,0.4734937131066668,High Risk,Decline,0,701721.0,0.45,149517.2168347155
374538,0.2646828023093019,Medium Risk,Manual Review,0,679500.0,0.45,80933.3838761268
110945,0.3626805773918375,High Risk,Decline,0,555273.0,0.45,90624.029512544
393976,0.5765774007185888,High Risk,Decline,0,473161.5,0.45,122766.40250554885
267534,0.2353995584672267,Medium Risk,Manual Review,0,446931.0,0.45,47343.31202939225
168711,0.2493175242789642,Medium Risk,Manual Review,0,1035832.5,0.45,116213.03751046059
365514,0.4699351353412249,High Risk,Decline,0,315000.0,0.45,66613.30543461864
217463,0.5703171420810683,High Risk,Decline,1,324000.0,0.45,83152.23931541976
300777,0.6354419008604824,High Risk,Decline,0,562491.0,0.45,160843.65761561113
451502,0.2592289776376835,Medium Risk,Manual Review,0,732915.0,0.45,85496.76276539527
356206,0.1080358276081922,Medium Risk,Manual Review,0,370107.0,0.45,17993.167221863336
104606,0.2192521753675058,Medium Risk,Manual Review,0,310500.0,0.45,30635.010203224745
405533,0.3547776806246445,High Risk,Decline,0,970380.0,0.45,154921.12457604412
101166,0.5414942060245839,High Risk,Decline,0,180000.0,0.45,43861.0306879913
228127,0.1166416710740947,Medium Risk,Manual Review,0,1223010.0,0.45,64194.26856314785
167565,0.1402469013194626,Medium Risk,Manual Review,0,1113840.0,0.45,70295.67385455161
135990,0.0756126972421123,Low Risk,Approve,0,1575000.0,0.45,53590.49917034709
324470,0.1891644353248412,Medium Risk,Manual Review,0,634482.0,0.45,54009.64316419915
244198,0.1806216480155636,Medium Risk,Manual Review,0,270000.0,0.45,21945.53023389098
180763,0.3206057254141112,High Risk,Decline,0,685012.5,0.45,98828.51826610522
269323,0.7479719378521897,High Risk,Decline,0,521280.0,0.45,175456.26529361526
149642,0.9169174818259542,High Risk,Decline,1,364896.0,0.45,150560.78465176353
365935,0.1996344300900177,Medium Risk,Manual Review,0,663093.0,0.45,59569.28691825605
415389,0.3639475558851834,High Risk,Decline,1,630000.0,0.45,103179.1320934495
278558,0.312234475865157,High Risk,Decline,0,685012.5,0.45,96248.03350436139
419403,0.5757872670853351,High Risk,Decline,0,225000.0,0.45,58298.460792390186
268770,0.178023801452563,Medium Risk,Manual Review,0,733315.5,0.45,58746.425838339135
404040,0.2618795962249274,Medium Risk,Manual Review,0,1006920.0,0.45,118661.31136386177
368222,0.274664035168611,Medium Risk,Manual Review,0,220500.0,0.45,27253.53888960543
222793,0.2066436271588775,Medium Risk,Manual Review,0,450000.0,0.45,41845.334499672696
341030,0.1536017770827081,Medium Risk,Manual Review,0,337500.0,0.45,23328.269894436293
123484,0.647385456485683,High Risk,Decline,0,1219500.0,0.45,355268.95388293074
134703,0.025822421041745,Low Risk,Approve,0,900000.0,0.45,10458.080521906726
335031,0.532886604895825,High Risk,Decline,0,808650.0,0.45,193913.438872054
156266,0.8535031446910503,High Risk,Decline,1,284400.0,0.45,109231.33245756062
322012,0.335130308153167,High Risk,Decline,1,468000.0,0.45,70578.44289705697
357226,0.0804992664704814,Low Risk,Approve,0,675000.0,0.45,24451.652190408728
298965,0.4050129319056124,High Risk,Decline,0,337500.0,0.45,61511.33903316488
428515,0.7009574026295465,High Risk,Decline,0,63000.0,0.45,19872.142364547646
398720,0.2130619747699632,Medium Risk,Manual Review,0,971280.0,0.45,93124.27568455643
348398,0.4299826852555071,High Risk,Decline,0,480060.0,0.45,92887.86954769143
141968,0.0943514363763297,Low Risk,Approve,0,382500.0,0.45,16240.240986275749
276220,0.1171289192972544,Medium Risk,Manual Review,0,513000.0,0.45,27039.211019771177
319149,0.2625627501955007,Medium Risk,Manual Review,0,90000.0,0.45,10633.791382917778
138337,0.1211835873789486,Medium Risk,Manual Review,0,254700.0,0.45,13889.456867438194
353416,0.0466436610467155,Low Risk,Approve,0,540000.0,0.45,11334.409634351867
209013,0.2963075599110576,Medium Risk,Manual Review,0,675000.0,0.45,90003.42132298375
104205,0.1174083188353385,Medium Risk,Manual Review,0,497520.0,0.45,26285.844054130925
447739,0.578547309380439,High Risk,Decline,0,755190.0,0.45,196610.91415695616
196392,0.2649994367161152,Medium Risk,Manual Review,0,611577.0,0.45,72930.40222883922
164066,0.5961891988797413,High Risk,Decline,0,840996.0,0.45,225626.72917548014
192168,0.5943526512089774,High Risk,Decline,0,381528.0,0.45,102042.98023970643
244539,0.3475790222557833,High Risk,Decline,0,78192.0,0.45,12230.054508700894
376668,0.3094202596859698,High Risk,Decline,0,512064.0,0.45,71299.3391351264
